,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
110,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,18,3356,6,4,1972,CBlock,Fa,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,0,Attchd,1954.0,TA,WD,Normal,136900
111,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,0,2394,7,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,3,Typ,1,BuiltIn,2000.0,TA,WD,Normal,180000
112,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,5224,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,4,Typ,1,BuiltIn,2007.0,TA,New,Partial,383970
113,RL,Pave,Bnk,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1Story,0,4996,6,5,1953,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,7,3,Typ,2,Basment,1953.0,TA,COD,Abnorml,217000
114,RL,Pave,Lvl,AllPub,Mod,Crawfor,Norm,Norm,1Fam,2Story,57,3752,6,8,2002,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,1,Detchd,1945.0,TA,WD,Normal,259500
115,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0,2659,6,5,1999,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,5,3,Typ,1,Detchd,1999.0,TA,WD,Normal,176000
116,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2636,5,5,1962,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1962.0,TA,WD,Normal,139000
117,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,2824,5,5,2007,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,2007.0,TA,New,Partial,155000
118,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,5856,7,5,1990,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,11,4,Typ,2,Attchd,1990.0,TA,WD,Normal,320000
119,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,2598,6,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2005.0,TA,New,Partial,163990
120,RL,Pave,Low,AllPub,Sev,ClearCr,Norm,Norm,1Fam,SLvl,0,2726,6,5,1969,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,4,2,Typ,2,Attchd,1969.0,TA,WD,Normal,180000
121,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,11,2259,4,5,1950,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,4,1,Typ,0,Detchd,1979.0,TA,WD,Normal,100000
122,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2578,6,7,1958,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1958.0,TA,WD,Normal,136000
123,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,0,2991,6,5,1993,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Attchd,1993.0,TA,WD,Normal,153900
124,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,19,3575,6,5,1998,CBlock,Fa,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1979.0,TA,WD,Normal,181000
125,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,47,1093,6,8,1982,CBlock,TA,GasA,Gd,N,SBrkr,1,TA,5,2,Typ,0,NG,-1.0,NG,WD,Normal,84500
126,RL,Pave,Lvl,AllPub,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,0,2681,6,5,1976,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1977.0,TA,WD,Normal,128000
127,RM,Pave,Bnk,AllPub,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,20,1512,5,7,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,1,NG,-1.0,NG,WD,Normal,87000
128,RL,Pave,Lvl,AllPub,Gtl,NAmes,PosN,Norm,1Fam,2Story,0,2757,6,5,1966,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1966.0,TA,WD,Normal,155000
129,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,33,3071,5,7,1991,CBlock,TA,GasA,TA,Y,FuseA,1,Ex,6,3,Typ,0,2Types,1998.0,TA,WD,Abnorml,150000
130,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,0,3739,7,6,1966,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,2,Attchd,1966.0,TA,WD,Normal,226000
131,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3508,6,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,BuiltIn,2000.0,TA,WD,Normal,244000
132,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,43,3014,5,6,2002,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,7,2,Typ,0,Detchd,1974.0,TA,WD,Normal,150750
133,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,1,3251,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2001.0,TA,WD,Normal,220000
134,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,25,3898,5,6,1993,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,3,Min1,1,Attchd,1968.0,TA,WD,Normal,180000
135,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,3614,7,6,1970,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1970.0,TA,WD,Normal,174000
136,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2857,5,5,1967,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1967.0,TA,WD,Normal,143000
137,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,Duplex,1Story,1,4632,7,5,1989,CBlock,TA,GasA,Gd,Y,SBrkr,2,TA,9,3,Typ,0,2Types,1989.0,TA,WD,Family,171000
138,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,3846,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,2,Attchd,1999.0,TA,WD,Normal,230000
139,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3537,6,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,0,Attchd,1997.0,TA,WD,Normal,231500
140,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,1728,4,5,1971,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,1,NG,-1.0,NG,ConLI,Normal,115000
141,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,4312,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2005.0,TA,WD,Normal,260000
142,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,0,3015,5,4,1952,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,6,2,Typ,0,Detchd,2000.0,TA,WD,Normal,166000
143,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3741,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1999.0,TA,WD,Normal,204000
144,RM,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,0,3960,5,5,1963,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,10,3,Typ,0,Detchd,1963.0,TA,ConLI,Abnorml,125000
145,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2,3099,6,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Maj1,0,Detchd,2004.0,TA,WD,Normal,130000
146,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,62,1818,5,7,1993,BrkTil,TA,GasA,TA,Y,FuseA,1,TA,5,2,Typ,0,Detchd,1931.0,Fa,WD,Normal,105000
147,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3545,7,5,2001,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2001.0,TA,WD,Normal,222500
148,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1,2160,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,NG,-1.0,NG,WD,Normal,141000
149,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,14,2794,5,4,1950,BrkTil,TA,GasA,Gd,Y,FuseA,1,TA,7,1,Typ,0,Detchd,1936.0,Fa,WD,Normal,115000
150,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2378,5,6,1975,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1975.0,TA,WD,Normal,122000
151,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,4388,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2007.0,TA,New,Partial,372402
152,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0,3379,6,5,1971,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,8,3,Typ,1,Attchd,1971.0,TA,WD,Normal,190000
153,RL,Pave,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,1Story,15,3827,6,7,1975,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,4,2,Typ,1,Attchd,1960.0,TA,WD,Normal,235000
154,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,27,2940,6,5,1950,BrkTil,TA,GasA,TA,Y,FuseA,1,TA,7,1,Typ,0,Detchd,1923.0,Fa,WD,Family,125000
155,RL,Pave,Lvl,AllPub,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,26,1804,6,5,1950,BrkTil,TA,Grav,Fa,N,FuseF,1,TA,5,1,Typ,0,NG,-1.0,NG,WD,Normal,79000
156,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,1665,5,7,1950,CBlock,NB,GasA,TA,Y,FuseF,1,TA,5,1,Typ,0,Detchd,1950.0,TA,WD,Normal,109500
157,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,2Story,1,3497,8,5,2010,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,BuiltIn,2009.0,TA,New,Partial,269500
158,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,1,3752,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2004.0,TA,WD,Normal,254900
159,RL,Pave,HLS,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1,4969,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,1,Attchd,2006.0,TA,New,Partial,320000
160,RL,Pave,Lvl,AllPub,Gtl,Veenker,Norm,Norm,1Fam,1Story,0,2980,6,6,1984,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1984.0,TA,WD,Normal,162500
161,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1,5366,9,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,4,Typ,2,BuiltIn,2003.0,TA,WD,Normal,412500
162,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,3684,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2005.0,TA,New,Partial,220000
163,RL,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,0,1764,4,6,1956,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,4,1,Typ,0,NG,-1.0,NG,WD,Normal,103200
164,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,78,3164,6,7,2004,BrkTil,TA,GasA,Gd,Y,FuseA,1,Gd,5,2,Typ,0,Detchd,1926.0,TA,WD,Normal,152000
165,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,59,2139,5,7,1999,BrkTil,TA,GasA,Gd,Y,SBrkr,2,TA,6,3,Typ,0,NG,-1.0,NG,WD,Normal,127500
166,RL,Pave,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,1Story,38,4405,5,5,1993,CBlock,TA,GasA,Ex,Y,FuseA,1,TA,7,2,Typ,3,Attchd,1955.0,TA,COD,Normal,190000
167,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0,4830,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2007.0,TA,New,Partial,325624
168,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3148,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2004.0,TA,WD,Normal,183500
169,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,4542,8,6,1981,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1981.0,TA,WD,Normal,228000
170,RM,Pave,Lvl,AllPub,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,9,2471,5,6,1950,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,0,Detchd,1991.0,TA,WD,Normal,128500
171,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3536,6,5,1960,CBlock,Gd,GasA,Fa,Y,SBrkr,1,TA,7,2,Typ,2,Attchd,1960.0,TA,WD,Normal,215000
172,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,0,3811,7,7,1987,PConc,Gd,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1987.0,Gd,WD,Normal,239000
173,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3248,6,5,1961,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1961.0,TA,COD,Normal,163000
174,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,4065,6,5,1986,CBlock,Fa,GasA,TA,Y,SBrkr,1,TA,7,3,Min2,1,Attchd,1986.0,TA,WD,Normal,184000
175,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,51,4004,6,7,2001,CBlock,Gd,GasA,TA,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1950.0,TA,WD,Normal,243000
176,RL,Pave,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,2Story,1,4152,6,5,1989,PConc,TA,GasA,TA,Y,SBrkr,1,TA,8,4,Typ,1,Attchd,1988.0,TA,WD,Normal,211000
177,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,0,3423,5,5,1958,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1958.0,TA,WD,Normal,172500
178,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,1Fam,1Story,1,5676,9,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,9,3,Typ,1,Attchd,2009.0,TA,New,Partial,501837
179,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,83,2600,5,6,2006,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1935.0,Fa,WD,Normal,100000
180,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,Twnhs,2Story,0,2721,6,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Detchd,2000.0,TA,WD,Normal,177000
181,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,30,2851,7,6,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,9,2,Typ,1,Detchd,1920.0,Fa,WD,Normal,200100
182,RL,Pave,Lvl,AllPub,Gtl,Edwards,Artery,Norm,1Fam,1Story,49,1888,5,6,2006,PConc,NB,GasA,Ex,Y,SBrkr,1,TA,7,1,Typ,1,Attchd,1957.0,TA,WD,Normal,120000
183,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,0,4446,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Mod,0,Detchd,2003.0,TA,WD,Normal,200000
184,RL,Pave,Lvl,AllPub,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,83,2436,5,8,1991,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1986.0,TA,WD,Normal,127000
185,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,101,5653,10,9,1993,BrkTil,TA,GasA,Ex,Y,SBrkr,1,Ex,12,3,Typ,2,Detchd,1993.0,Ex,WD,Normal,475000
186,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1,3097,7,5,1991,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1990.0,TA,WD,Normal,173000
187,RL,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,71,2492,5,7,1987,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,8,3,Min2,0,Detchd,1916.0,Fa,WD,Normal,135000
188,RL,Pave,Bnk,AllPub,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,0,2958,5,5,1979,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,6,4,Typ,2,Detchd,1979.0,TA,WD,Alloca,153337
189,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1,4212,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,5,3,Typ,1,Attchd,2001.0,TA,WD,Normal,286000
190,RL,Pave,Bnk,AllPub,Mod,Crawfor,Norm,Norm,1Fam,2Story,62,4094,8,8,1994,CBlock,Gd,GasA,TA,Y,SBrkr,1,Gd,10,3,Maj1,2,Detchd,1932.0,TA,WD,Normal,315000
191,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,32,2720,7,9,2004,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,1972.0,TA,WD,Normal,184000
192,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3563,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1999.0,TA,WD,Normal,192000
193,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,Twnhs,2Story,0,3099,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Maj1,0,Detchd,2004.0,TA,WD,Normal,130000
194,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2080,5,7,1972,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1989.0,TA,WD,Normal,127000
195,RL,Pave,Lvl,AllPub,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,0,2838,6,6,1976,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1976.0,TA,WD,Normal,148500
196,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,4813,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2007.0,TA,New,Partial,311872
197,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,2Story,72,5955,8,4,1990,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,8,4,Typ,1,Detchd,1918.0,TA,WD,Abnorml,235000
198,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,38,2841,6,6,1950,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,8,1,Typ,0,NG,-1.0,NG,WD,Abnorml,104000
199,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,4478,8,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,7,3,Typ,1,Attchd,2004.0,TA,WD,Normal,274900
200,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,2878,4,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,2003.0,TA,WD,Normal,140000
201,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0,3269,6,6,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,2,Detchd,1980.0,TA,WD,Normal,171500
202,RL,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,26,2451,6,6,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Min1,0,Attchd,1924.0,TA,COD,Normal,112000
203,RM,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0,2265,6,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,3,2,Typ,1,Attchd,2004.0,TA,WD,Normal,149000
204,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,2279,5,7,1950,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1948.0,TA,WD,Normal,110000
205,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,1Story,0,3908,7,5,1990,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1990.0,TA,WD,Normal,180500
206,RL,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,0,3215,5,5,1962,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,8,2,Min2,1,Attchd,1962.0,TA,WD,Normal,143900
207,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2867,4,5,1960,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1960.0,TA,WD,Normal,141000
208,RL,Pave,Low,AllPub,Mod,SawyerW,Norm,Norm,1Fam,2Story,1,3942,7,5,1989,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,4,Typ,1,Attchd,1988.0,TA,WD,Normal,277000
209,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2688,6,7,1964,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1964.0,TA,WD,Normal,145000
210,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,25,1824,5,6,1950,CBlock,TA,GasA,TA,N,FuseA,1,TA,5,2,Typ,0,NG,-1.0,NG,WD,Normal,98000
211,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,3006,6,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,2009.0,TA,WD,Normal,186000
212,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,0,3672,7,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,2009.0,TA,New,Partial,252678
213,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2780,5,5,1995,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1996.0,TA,WD,Normal,156000
214,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,2416,6,7,1977,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1977.0,TA,WD,Normal,161750
215,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,39,2753,5,6,1996,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,6,2,Min1,1,Attchd,1957.0,TA,WD,Normal,134450
216,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3593,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,0,Attchd,2004.0,TA,WD,Normal,210000
217,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,25,2456,4,4,1950,CBlock,TA,GasA,Fa,N,SBrkr,1,TA,8,1,Typ,0,Detchd,1940.0,TA,WD,Family,107000
218,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,67,3452,7,9,2006,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,2,Attchd,1939.0,TA,WD,Normal,311500
219,RL,Pave,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,1,3042,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Attchd,2005.0,TA,New,Partial,167240
220,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,4055,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Attchd,2006.0,TA,New,Partial,204900
221,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3833,6,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2002.0,TA,ConLI,Normal,200000
